
code	|	name	|	preferred name	|	taxid
1	|	Thermoanaerobacterium thermosaccharolyticum	|	 	|	1517
1	|	Yersinia aldovae	|	 	|	29483
1	|	Corynebacterium matruchotii	|	 	|	43768
1	|	Helicobacter trogontum	|	 	|	50960
1	|	Burkholderia ambifaria	|	 	|	152480
1	|	Desulfatibacillum alkenivorans	|	 	|	259354
1	|	Pseudomonas luteola	|	 	|	47886
1	|	Haemophilus parainfluenzae	|	 	|	729
1	|	Shuttleworthia satelles	|	 	|	177972
1	|	Acidovorax ebreus	|	[Acidovorax] ebreus	|	721785
1	|	Streptomyces cyaneofuscatus	|	 	|	66883
1	|	Nitratireductor aquibiodomus	|	 	|	204799
1	|	Bergeyella zoohelcum	|	 	|	1015
1	|	Acidocella facilis	|	 	|	525
1	|	Lactobacillus paraplantarum	|	Lactiplantibacillus paraplantarum	|	60520
1	|	Prevotella salivae	|	 	|	228604
1	|	Lactobacillus buchneri	|	Lentilactobacillus buchneri	|	1581
2	|	Dehalococcoides ethenogenes	|	Dehalococcoides mccartyi	|	61435
1	|	Lachnoanaerobaculum saburreum	|	 	|	467210
1	|	Campylobacter curvus	|	 	|	200
1	|	Candidatus Hamiltonella	|	 	|	568987
1	|	Thalassospira permensis	|	 	|	680197
1	|	Cronobacter turicensis	|	 	|	413502
1	|	Exiguobacterium alkaliphilum	|	 	|	1428684
1	|	Facklamia hominis	|	 	|	178214
1	|	Actinomyces johnsonii	|	 	|	544581
1	|	Anaerococcus lactolyticus	|	 	|	33032
1	|	Leptotrichia wadei	|	 	|	157687
1	|	Streptomyces griseoluteus	|	 	|	29306
1	|	Brevibacillus brevis	|	 	|	1393
1	|	Sphingobium xenophagum	|	 	|	121428
1	|	Lactobacillus fructivorans	|	Fructilactobacillus fructivorans	|	1614
1	|	Deinococcus ficus	|	 	|	317577
1	|	Acidithiobacillus ferrivorans	|	 	|	160808
1	|	Photobacterium leiognathi	|	 	|	553611
1	|	Aphanizomenon flos-aquae	|	 	|	1176
3	|	Neochlamydia sp.	|	 	|	 
1	|	Faecalibacterium prausnitzii	|	 	|	853
2	|	Vibrio shiloi	|	Vibrio mediterranei	|	689
1	|	Pseudogulbenkiania ferrooxidans	|	 	|	549169
1	|	Actinomyces odontolyticus	|	Schaalia odontolytica	|	1660
1	|	Streptosporangium roseum	|	 	|	2001
1	|	Micromonospora purpureochromogenes	|	 	|	47872
1	|	Negativicoccus succinicivorans	|	 	|	620903
1	|	Butyrivibrio proteoclasticus	|	 	|	43305
1	|	Streptomyces lavenduligriseus	|	 	|	67315
1	|	Rhodopseudomonas palustris	|	 	|	1076
1	|	Comamonas aquatica	|	 	|	225991
1	|	Desulfotignum balticum	|	 	|	115781
1	|	Kocuria rhizophila	|	 	|	72000
1	|	Acinetobacter beijerinckii	|	 	|	262668
1	|	Agrobacterium fabrum	|	 	|	1176649
1	|	Dolichospermum circinale	|	 	|	109265
1	|	Chromobacterium haemolyticum	|	 	|	394935
1	|	Prevotella ruminicola	|	 	|	839
1	|	Prevotella saccharolytica	|	 	|	633701
1	|	Capnocytophaga granulosa	|	 	|	45242
1	|	Plautia stali	|	 	|	106108
1	|	Leptotrichia goodfellowii	|	Pseudoleptotrichia goodfellowii	|	157692
1	|	Corynebacterium jeikeium	|	 	|	38289
1	|	Prevotella oulorum	|	 	|	28136
1	|	Actinomyces viscosus	|	 	|	1656
1	|	Prevotella brevis	|	 	|	83231
1	|	Clostridium sordellii	|	Paeniclostridium sordellii	|	1505
1	|	Bacillus marmarensis	|	Alkalihalophilus marmarensis	|	521377
1	|	Rhizobium mesoamericanum	|	 	|	1079800
1	|	Novosphingobium pentaromativorans	|	 	|	205844
1	|	Pseudoalteromonas sp.	|	 	|	53249
1	|	Clostridium termitidis	|	Ruminiclostridium cellobioparum subsp. termitidis	|	29371
1	|	Bacteroides finegoldii	|	 	|	338188
1	|	Pantoea vagans	|	 	|	470934
1	|	Prevotella loescheii	|	 	|	840
1	|	Brevundimonas sp.	|	 	|	1871086
2	|	Pseudomonas pseudoalcaligenes	|	Pseudomonas oleovorans	|	301
1	|	Sulfurospirillum cavolei	|	 	|	366522
1	|	Gemella sanguinis	|	 	|	84135
1	|	Orientia tsutsugamushi	|	 	|	784
1	|	Methylophaga thiooxydans	|	 	|	392484
1	|	Shewanella sp.	|	 	|	50422
1	|	Leptotrichia hofstadii	|	 	|	157688
1	|	Streptomyces canus	|	 	|	58343
1	|	Peptoniphilus duerdenii	|	 	|	507750
1	|	Devosia sp.	|	 	|	1871048
1	|	Streptomyces violens	|	 	|	66377
1	|	Selenomonas bovis	|	 	|	416586
1	|	Streptomyces sulphureus	|	 	|	47758
1	|	Streptomyces seoulensis	|	 	|	73044
1	|	Sediminibacterium sp.	|	 	|	1917865
1	|	Streptomyces rapamycinicus	|	 	|	1226757
1	|	Wohlfahrtiimonas chitiniclastica	|	 	|	400946
1	|	Streptomyces monomycini	|	 	|	371720
1	|	Vibrio metoecus	|	 	|	1481663
1	|	Burkholderia bryophila	|	Paraburkholderia bryophila	|	420952
1	|	Methylovorus glucosetrophus	|	Methylovorus glucosotrophus	|	266009
1	|	Dermabacter hominis	|	 	|	36740
1	|	Rhodopirellula europaea	|	 	|	1263866
1	|	Rothia dentocariosa	|	 	|	2047
1	|	Vibrio variabilis	|	 	|	990271
1	|	Blattabacterium sp.	|	 	|	34099
1	|	Rickettsia australis	|	 	|	787
1	|	Polaribacter irgensii	|	 	|	531
1	|	Geomicrobium sp.	|	 	|	1936153
1	|	Bradyrhizobiaceae bacterium	|	 	|	2072420
1	|	Aerococcus viridans	|	 	|	1377
1	|	Pseudovibrio sp.	|	 	|	1909297
2	|	Thermotoga naphthophila	|	Thermotoga petrophila	|	93929
1	|	Anaerococcus hydrogenalis	|	 	|	33029
1	|	Nocardia cerradoensis	|	 	|	85688
1	|	Anaerococcus obesiensis	|	 	|	1287640
1	|	Geobacter bremensis	|	Citrifermentans bremense	|	60035
1	|	Caldicellulosiruptor kronotskyensis	|	 	|	413889
1	|	Methylosinus sp.	|	 	|	427
1	|	Aeromonas allosaccharophila	|	 	|	656
1	|	Massilia alkalitolerans	|	 	|	286638
1	|	Porphyromonas catoniae	|	 	|	41976
3	|	Candidatus Prevotella	|	 	|	 
1	|	Rothia mucilaginosa	|	 	|	43675
1	|	Paenibacillus peoriae	|	 	|	59893
1	|	[Clostridium] mangenotii	|	Clostridioides mangenotii	|	1540
1	|	Rhizobium gallicum	|	 	|	56730
1	|	Methylocystis rosea	|	 	|	173366
1	|	Serratia liquefaciens	|	 	|	614
1	|	Bradyrhizobium sp.	|	 	|	376
1	|	Mannheimia granulomatis	|	 	|	85402
1	|	Xanthobacter sp.	|	 	|	35809
1	|	Kitasatospora phosalacinea	|	 	|	2065
1	|	Caldicellulosiruptor saccharolyticus	|	 	|	44001
1	|	Bacteroides ureolyticus	|	Campylobacter ureolyticus	|	827
1	|	Streptomyces prunicolor	|	 	|	67348
1	|	Pantoea sp.	|	 	|	69393
1	|	Pseudomonas mandelii	|	 	|	75612
1	|	Paenibacillus zanthoxyli	|	 	|	369399
1	|	Psychrobacter cryohalolentis	|	 	|	330922
1	|	Selenomonas ruminantium	|	 	|	971
1	|	Streptococcus mitis	|	 	|	28037
1	|	Clavibacter michiganensis	|	 	|	28447
1	|	Actinomyces graevenitzii	|	 	|	55565
1	|	Streptococcus phocae	|	 	|	119224
1	|	Cryobacterium roopkundense	|	 	|	1001240
1	|	Prevotella stercorea	|	 	|	363265
1	|	Helicobacter bizzozeronii	|	 	|	56877
1	|	Streptomyces cattleya	|	 	|	29303
1	|	Mesoflavibacter zeaxanthinifaciens	|	 	|	393060
1	|	Collimonas fungivorans	|	 	|	158899
1	|	Streptococcus infantis	|	 	|	68892
1	|	Planococcus halocryophilus	|	 	|	1215089
1	|	Trabulsiella guamensis	|	 	|	158852
1	|	Kluyvera ascorbata	|	 	|	51288
1	|	Buttiauxella agrestis	|	 	|	82977
1	|	Acetobacter pasteurianus	|	 	|	438
1	|	Oscillibacter ruminantium	|	 	|	1263547
1	|	Paenibacillus elgii	|	 	|	189691
3	|	Pusillimonas sp.	|	 	|	 
1	|	Myroides injenensis	|	 	|	1183151
1	|	Acetonema longum	|	 	|	2374
1	|	Xenococcus sp.	|	 	|	52608
3	|	Geitlerinema sp.	|	 	|	 
1	|	Leptolyngbya sp.	|	 	|	47254
3	|	Gloeocapsa sp.	|	 	|	 
1	|	Methylophaga aminisulfidivorans	|	 	|	230105
1	|	Endozoicomonas montiporae	|	 	|	1027273
1	|	Neorhizobium galegae	|	 	|	399
1	|	Haemophilus haemolyticus	|	 	|	726
1	|	Neisseria wadsworthii	|	 	|	607711
1	|	Caloramator sp.	|	 	|	1871330
1	|	Campylobacter insulaenigrae	|	 	|	260714
1	|	Microlunatus phosphovorus	|	 	|	29405
1	|	Neisseria shayeganii	|	 	|	607712
1	|	Alistipes sp.	|	 	|	1872444
1	|	Alistipes senegalensis	|	 	|	1288121
1	|	Anaerococcus senegalensis	|	 	|	1288120
1	|	Brevibacterium sp.	|	 	|	1701
1	|	Kurthia sp.	|	 	|	1963358
1	|	Salinisphaera shabanensis	|	 	|	180542
1	|	Haloplasma contractile	|	 	|	471825
1	|	Clostridiaceae bacterium	|	 	|	1898204
1	|	Bacillus massiliosenegalensis	|	Robertmurraya massiliosenegalensis	|	1287657
1	|	Flavobacterium branchiophilum	|	 	|	55197
1	|	Legionella sp.	|	 	|	459
1	|	Haemophilus pittmaniae	|	 	|	249188
1	|	Brevundimonas diminuta	|	 	|	293
1	|	Capnocytophaga sp.	|	 	|	44737
1	|	Corynebacterium durum	|	 	|	61592
1	|	Advenella kashmirensis	|	 	|	310575
1	|	Idiomarina sp.	|	 	|	1874361
1	|	Nostoc sp.	|	 	|	1180
1	|	Saccharothrix syringae	|	 	|	103733
1	|	Azorhizobium doebereinerae	|	 	|	281091
1	|	Pseudomonas frederiksbergensis	|	 	|	104087
1	|	Acetobacter tropicalis	|	 	|	104102
1	|	Rhizobium giardinii	|	 	|	56731
1	|	Rhizobium sullae	|	 	|	50338
1	|	Rhizobium leucaenae	|	 	|	29450
1	|	Sinorhizobium terangae	|	 	|	110322
1	|	Flavobacterium columnare	|	 	|	996
1	|	Marinobacterium stanieri	|	 	|	49186
1	|	Flavobacteriaceae bacterium	|	 	|	1871037
1	|	Oceanicola sp.	|	 	|	1967289
1	|	Serinicoccus profundi	|	 	|	1078471
1	|	Lysinimicrobium mangrovi	|	Demequina mangrovi	|	1043493
1	|	Erythrobacter longus	|	 	|	1044
1	|	Erwinia tracheiphila	|	 	|	65700
1	|	Oenococcus kitaharae	|	 	|	336988
1	|	Citricoccus sp.	|	 	|	1978372
1	|	Pseudoxanthomonas spadix	|	 	|	415229
1	|	Brachyspira intermedia	|	 	|	84377
1	|	Lactobacillus malefermentans	|	Secundilactobacillus malefermentans	|	176292
1	|	Lactobacillus suebicus	|	Paucilactobacillus suebicus	|	152335
1	|	Lactobacillus mali	|	Liquorilactobacillus mali	|	1618
1	|	Lactobacillus zeae	|	Lacticaseibacillus zeae	|	57037
1	|	Lactobacillus versmoldensis	|	Companilactobacillus versmoldensis	|	194326
1	|	Lactobacillus acidipiscis	|	Ligilactobacillus acidipiscis	|	89059
1	|	Bizionia argentinensis	|	 	|	456455
1	|	Marinobacter lipolyticus	|	 	|	209639
1	|	Leptospirillum ferriphilum	|	 	|	178606
1	|	Sporichthya polymorpha	|	 	|	35751
1	|	Alicyclobacillus acidocaldarius	|	 	|	405212
1	|	Anditalea andensis	|	 	|	1048983
1	|	Leptospira alexanderi	|	 	|	100053
1	|	Leptospira broomii	|	 	|	301541
1	|	Leptospira kmetyi	|	 	|	408139
1	|	Allobaculum stercoricanis	|	 	|	174709
1	|	Actinopolyspora mortivallis	|	 	|	33906
1	|	Sphingobium sp.	|	 	|	1912891
1	|	Streptacidiphilus neutrinimicus	|	 	|	105420
1	|	Acetobacteraceae bacterium	|	 	|	1909293
1	|	Streptacidiphilus carbonis	|	 	|	105422
1	|	Streptococcus pseudopneumoniae	|	 	|	257758
1	|	Streptomyces purpureus	|	 	|	1951
1	|	Streptomyces bottropensis	|	 	|	42235
1	|	Comamonas sp.	|	 	|	34028
3	|	Candidatus Burkholderia	|	 	|	 
1	|	Nitrosococcus watsonii	|	 	|	473531
1	|	Photobacterium sp.	|	 	|	660
1	|	Grimontia sp.	|	 	|	1978522
1	|	Morococcus cerebrosus	|	 	|	1056807
1	|	Nocardia sp.	|	 	|	1821
1	|	Brachybacterium paraconglomeratum	|	 	|	173362
1	|	Ensifer adhaerens	|	 	|	106592
1	|	Acetobacterium dehalogenans	|	 	|	82116
1	|	Amycolatopsis nigrescens	|	 	|	381445
1	|	Succinispira mobilis	|	 	|	78120
1	|	Sporolactobacillus inulinus	|	 	|	2078
1	|	Pedobacter kyungheensis	|	 	|	1069985
1	|	Burkholderia grimmiae	|	Caballeronia grimmiae	|	1071679
1	|	Halomonas boliviensis	|	 	|	223527
1	|	Basilea psittacipulmonis	|	 	|	1472345
1	|	Campylobacter showae	|	 	|	204
1	|	Eikenella corrodens	|	 	|	539
1	|	Gordonia araii	|	 	|	263909
1	|	Cronobacter condimenti	|	 	|	1163710
1	|	Cronobacter universalis	|	 	|	535744
1	|	Lactobacillus heilongjiangensis	|	Companilactobacillus heilongjiangensis	|	1074467
1	|	Brachybacterium squillarum	|	 	|	661979
1	|	Gordonia amarae	|	 	|	36821
1	|	Janthinobacterium sp.	|	 	|	1871054
1	|	Methylomonas sp.	|	 	|	418
1	|	Pantoea rodasii	|	 	|	1076549
1	|	Pantoea rwandensis	|	 	|	1076550
1	|	Thiolapillus brandeum	|	 	|	1076588
1	|	Streptococcus lutetiensis	|	 	|	150055
1	|	Dietzia alimentaria	|	 	|	665550
1	|	Bacteroides faecis	|	 	|	674529
1	|	Arthrobacter globiformis	|	 	|	1665
1	|	Gordonia effusa	|	 	|	263908
1	|	Gordonia rubripertincta	|	 	|	36822
1	|	Mycobacterium thermoresistibile	|	Mycolicibacterium thermoresistibile	|	1797
1	|	Paenisporosarcina sp.	|	 	|	1932001
1	|	Methylovulum miyakonense	|	 	|	645578
1	|	Streptomyces chartreusis	|	 	|	1969
1	|	Citrobacter sp.	|	 	|	1896336
1	|	Cupriavidus sp.	|	 	|	1873897
1	|	Sphingomonas elodea	|	 	|	179878
2	|	Candidatus Aquiluna	|	Aquiluna	|	529881
1	|	Pelagibacterium halotolerans	|	 	|	531813
1	|	Mesorhizobium amorphae	|	 	|	71433
1	|	Glaciecola nitratireducens	|	 	|	300231
1	|	Flavobacterium frigoris	|	 	|	229204
1	|	Commensalibacter intestini	|	 	|	479936
1	|	Gluconobacter morbifer	|	 	|	479935
1	|	Gordonia sputi	|	 	|	36823
1	|	Mobilicoccus pelagius	|	 	|	746032
1	|	Amycolatopsis benzoatilytica	|	 	|	346045
1	|	Amycolatopsis balhimycina	|	 	|	208443
1	|	Actinopolyspora halophila	|	 	|	1850
1	|	Rudanella lutea	|	 	|	451374
1	|	Thermicanus aegyptius	|	 	|	94009
1	|	Haloglycomyces albus	|	 	|	526067
1	|	Salisaeta longa	|	 	|	503170
1	|	Geminicoccus roseus	|	 	|	404900
1	|	Rhodovibrio salinarum	|	 	|	1087
1	|	Thermacetogenium phaeum	|	 	|	85874
1	|	Sphingomonas phyllosphaerae	|	 	|	257003
1	|	Flavobacterium indicum	|	 	|	312277
1	|	Bartonella australis	|	 	|	388640
1	|	Bartonella bovis	|	 	|	155194
1	|	Bartonella schoenbuchensis	|	 	|	165694
1	|	Bartonella alsatica	|	 	|	52764
1	|	Bartonella rattimassiliensis	|	 	|	270250
1	|	Bartonella melophagi	|	 	|	291176
1	|	Bartonella taylorii	|	 	|	33046
1	|	Bartonella sp.	|	 	|	46358
1	|	Prochloron didemni	|	 	|	1216
1	|	Marinobacter manganoxydans	|	 	|	1150997
1	|	Methylobacter luteus	|	 	|	415
1	|	Haemophilus paraphrohaemolyticus	|	 	|	736
1	|	Haemophilus parahaemolyticus	|	 	|	735
1	|	Pasteurella bettyae	|	 	|	752
1	|	Cellulomonas sp.	|	 	|	40001
1	|	Enterobacter sp.	|	 	|	42895
1	|	Herbaspirillum sp.	|	 	|	1890675
1	|	Peptoniphilus timonensis	|	 	|	1268254
1	|	Sanguibacter sp.	|	 	|	60923
1	|	Novosphingobium lindaniclasticum	|	 	|	1329895
1	|	Patulibacter sp.	|	 	|	1912859
1	|	Limnohabitans sp.	|	 	|	1907725
1	|	Nocardioides sp.	|	 	|	35761
2	|	Poribacteria bacterium	|	Candidatus Poribacteria bacterium	|	2026781
1	|	Gluconobacter frateurii	|	 	|	38308
1	|	Paenirhodobacter enshiensis	|	 	|	1105367
1	|	Synechococcus sp.	|	 	|	1131
1	|	Flavobacterium enshiense	|	 	|	1341165
1	|	Mesorhizobium alhagi	|	 	|	475067
1	|	Gordonia otitidis	|	 	|	249058
1	|	Gordonia rhizosphera	|	 	|	83341
1	|	Tistrella mobilis	|	 	|	171437
1	|	Thermus sp.	|	 	|	275
1	|	Alicyclobacillus pomorum	|	 	|	204470
1	|	Budvicia aquatica	|	 	|	82979
1	|	Corynebacterium sputi	|	 	|	489915
1	|	Flavobacterium antarcticum	|	 	|	271155
1	|	Glycomyces tenuis	|	 	|	58116
1	|	Ignatzschineria larvae	|	 	|	112009
1	|	Sedimenticola selenatireducens	|	 	|	191960
1	|	Thermocrispum municipale	|	 	|	37926
1	|	Thermocrispum agreste	|	 	|	37925
1	|	Janthinobacterium lividum	|	 	|	29581
1	|	Sphingomonas echinoides	|	 	|	59803
1	|	Salinibacterium sp.	|	 	|	1915057
1	|	Methylosarcina lacus	|	Methylomicrobium lacus	|	136992
1	|	Aeromonas australiensis	|	 	|	1114880
1	|	Citrobacter farmeri	|	 	|	67824
2	|	Streptomyces tsukubaensis	|	Streptomyces tsukubensis	|	83656
1	|	Sphingobium baderi	|	 	|	1332080
1	|	Lactobacillus rossiae	|	Furfurilactobacillus rossiae	|	231049
1	|	Escherichia hermannii	|	Atlantibacter hermannii	|	565
1	|	Escherichia vulneris	|	Pseudescherichia vulneris	|	566
1	|	Actinomyces naeslundii	|	 	|	1655
1	|	Streptomyces acidiscabies	|	 	|	42234
1	|	Hoeflea sp.	|	 	|	1940281
1	|	Methylococcaceae bacterium	|	 	|	1933926
1	|	Pseudoalteromonas rubra	|	 	|	43658
1	|	Pseudoalteromonas spongiae	|	 	|	298657
1	|	Pseudoalteromonas undina	|	 	|	43660
1	|	Bacillus bataviensis	|	Neobacillus bataviensis	|	220685
1	|	Methyloversatilis sp.	|	 	|	2569862
1	|	Simiduia agarivorans	|	 	|	447471
1	|	Stanieria cyanosphaera	|	 	|	102116
1	|	Pseudomonas extremaustralis	|	 	|	359110
1	|	Brevibacillus sp.	|	 	|	1882945
1	|	Anaerococcus sp.	|	 	|	1872515
1	|	Peptostreptococcaceae bacterium	|	 	|	1904861
1	|	Halomonas sp.	|	 	|	1486246
1	|	Sphingopyxis sp.	|	 	|	1908224
1	|	Acaricomes phytoseiuli	|	 	|	291968
1	|	Acetobacter nitrogenifigens	|	 	|	285268
1	|	Acinetobacter tandoii	|	 	|	202954
1	|	Acinetobacter tjernbergiae	|	 	|	202955
1	|	Acinetobacter towneri	|	 	|	202956
1	|	Actinobacillus capsulatus	|	 	|	717
1	|	Actinobaculum urinale	|	Actinotignum urinale	|	190146
1	|	Actinokineospora enzanensis	|	 	|	155975
1	|	Actinokineospora inagensis	|	 	|	103730
1	|	Actinomadura atramentaria	|	 	|	1990
1	|	Actinomadura rifamycini	|	 	|	31962
1	|	Actinomyces dentalis	|	 	|	272548
1	|	Actinomyces gerencseriae	|	 	|	52769
1	|	Actinomyces israelii	|	 	|	1659
1	|	Actinomyces neuii	|	Winkia neuii	|	33007
1	|	Actinomyces suimastitidis	|	Schaalia suimastitidis	|	121163
1	|	Actinomyces vaccimaxillae	|	Schaalia vaccimaxillae	|	183916
1	|	Actinomycetospora chiangmaiensis	|	 	|	402650
1	|	Actinoplanes globisporus	|	 	|	113565
1	|	Actinopolymorpha alba	|	 	|	533267
1	|	Aequorivita capsosiphonis	|	 	|	487317
1	|	Aestuariibacter salexigens	|	 	|	226010
1	|	Aestuariimicrobium kwangyangense	|	 	|	396389
1	|	Afifella pfennigii	|	 	|	209897
1	|	Agromyces italicus	|	 	|	279572
1	|	Agromyces subbeticus	|	 	|	293890
1	|	Algicola sagamiensis	|	 	|	163869
1	|	Algoriphagus mannitolivorans	|	 	|	226504
1	|	Algoriphagus marincola	|	 	|	264027
1	|	Algoriphagus terrigena	|	 	|	344884
1	|	Algoriphagus vanfongensis	|	 	|	426371
1	|	Aliagarivorans marinus	|	 	|	561965
1	|	Aliagarivorans taiwanensis	|	 	|	561966
1	|	Alicyclobacillus contaminans	|	 	|	392016
1	|	Alicyclobacillus herbarius	|	 	|	122960
1	|	Alicyclobacillus pohliae	|	Effusibacillus pohliae	|	232270
1	|	Alkanindiges illinoisensis	|	 	|	197183
1	|	Allofustis seminis	|	 	|	166939
1	|	Alysiella crassa	|	 	|	153491
1	|	Amorphus coralli	|	 	|	340680
1	|	Amycolatopsis taiwanensis	|	 	|	342230
1	|	Anaerobiospirillum succiniciproducens	|	 	|	13335
1	|	Anaerovorax odorimutans	|	 	|	109327
1	|	Andreprevotia chitinilytica	|	 	|	396808
1	|	Aneurinibacillus terranovensis	|	 	|	278991
1	|	Aquaspirillum serpens	|	 	|	190
1	|	Aquimarina latercula	|	 	|	987
1	|	Aquimarina muelleri	|	 	|	279356
1	|	Arenibacter certesii	|	 	|	228955
1	|	Arenibacter latericius	|	 	|	86104
1	|	Arenimonas donghaensis	|	 	|	375061
1	|	Arhodomonas aquaeolei	|	 	|	2369
1	|	Arsenicicoccus bolidensis	|	 	|	229480
1	|	Arsenophonus nasoniae	|	 	|	638
1	|	Arthrobacter castelli	|	 	|	271431
1	|	Arthrobacter sanguinis	|	Haematomicrobium sanguinis	|	479106
1	|	Asticcacaulis benevestitus	|	 	|	347481
1	|	Atopobium fossor	|	 	|	39487
1	|	Atopococcus tabaci	|	 	|	269774
1	|	Aurantimonas coralicida	|	 	|	182270
1	|	Aureimonas ureilytica	|	 	|	401562
1	|	Azohydromonas australica	|	 	|	364039
1	|	Azonexus hydrophilus	|	 	|	418702
1	|	Azospirillum halopraeferens	|	 	|	34010
1	|	Azospirillum irakense	|	Niveispirillum irakense	|	34011
1	|	Azovibrio restrictus	|	 	|	146938
1	|	Bacillus aidingensis	|	Salibacterium aidingense	|	384933
1	|	Bacillus aurantiacus	|	Alteribacter aurantiacus	|	254410
1	|	Bacillus chagannorensis	|	Alkalicoccus chagannorensis	|	427072
1	|	Bacillus fordii	|	Siminovitchia fordii	|	254759
1	|	Bacillus gelatini	|	Fictibacillus gelatini	|	225985
1	|	Bacillus kribbensis	|	Peribacillus kribbensis	|	356658
1	|	Bacillus panaciterrae	|	Ectobacillus panaciterrae	|	363872
1	|	Balneatrix alpica	|	 	|	75684
1	|	Balneola vulgaris	|	 	|	287535
1	|	Bavariicoccus seileri	|	 	|	549685
1	|	Belnapia moabensis	|	 	|	365533
1	|	Brachymonas chironomi	|	 	|	491919
1	|	Brackiella oedipodis	|	 	|	124225
1	|	Brevibacterium album	|	 	|	417948
1	|	Brevundimonas aveniformis	|	 	|	370977
1	|	Brevundimonas bacteroides	|	 	|	74311
1	|	Brevundimonas naejangsanensis	|	 	|	588932
1	|	Burkholderia nodosa	|	Paraburkholderia nodosa	|	392320
1	|	Butyricimonas synergistica	|	 	|	544644
1	|	Butyricimonas virosa	|	 	|	544645
1	|	Campylobacter cuniculorum	|	 	|	374106
1	|	Catellibacterium nectariphilum	|	Gemmobacter nectariphilus	|	220343
1	|	Catelliglobosispora koreensis	|	 	|	129052
1	|	Chitinibacter tainanensis	|	 	|	230667
1	|	Chitinilyticum aquatile	|	 	|	362520
1	|	Chitinimonas koreensis	|	 	|	356302
1	|	Chitiniphilus shinanonensis	|	 	|	553088
1	|	Chryseobacterium caeni	|	Epilithonimonas caeni	|	365343
1	|	Chryseobacterium daeguense	|	 	|	412438
1	|	Chryseobacterium gregarium	|	 	|	456299
1	|	Chryseobacterium palustre	|	Kaistella palustris	|	493376
1	|	Clostridiisalibacter paucivorans	|	 	|	408753
1	|	Clostridium akagii	|	 	|	91623
1	|	[Clostridium] aminophilum	|	 	|	1526
1	|	Clostridium hydrogeniformans	|	 	|	349933
1	|	[Clostridium] litorale	|	Peptoclostridium litorale	|	1557
1	|	Clostridium sporosphaeroides	|	[Clostridium] sporosphaeroides	|	1549
1	|	Clostridium viride	|	[Clostridium] viride	|	47246
1	|	Cohnella laeviribosi	|	 	|	380174
1	|	Cohnella thermotolerans	|	 	|	329858
1	|	Comamonas badia	|	 	|	265291
1	|	Comamonas composti	|	 	|	408558
1	|	Conchiformibius kuhniae	|	 	|	211502
1	|	Conchiformibius steedae	|	 	|	153493
1	|	Corynebacterium callunae	|	 	|	1721
1	|	Corynebacterium capitovis	|	 	|	131081
1	|	Corynebacterium caspium	|	 	|	234828
1	|	Corynebacterium ciconiae	|	 	|	227319
1	|	Corynebacterium freiburgense	|	 	|	556548
1	|	Corynebacterium halotolerans	|	 	|	225326
1	|	Corynebacterium lubricantis	|	 	|	541095
1	|	Corynebacterium massiliense	|	 	|	441501
1	|	Corynebacterium mastitidis	|	 	|	161890
1	|	Corynebacterium pilosum	|	 	|	35756
1	|	Corynebacterium propinquum	|	 	|	43769
1	|	Corynebacterium ulceribovis	|	 	|	487732
1	|	Curtobacterium ginsengisoli	|	Gryllotalpicola ginsengisoli	|	444608
1	|	Cytophaga aurantiaca	|	 	|	29530
1	|	Dasania marina	|	 	|	471499
1	|	Deefgea rivuli	|	 	|	400948
1	|	Deinococcus apachensis	|	 	|	309886
1	|	Deinococcus aquatilis	|	 	|	519440
1	|	Deinococcus frigens	|	 	|	249403
1	|	Deinococcus marmoris	|	 	|	249408
1	|	Deinococcus misasensis	|	 	|	392413
1	|	Demetria terragena	|	 	|	63959
1	|	Dermatophilus congolensis	|	 	|	1863
1	|	Derxia gummosa	|	 	|	203699
1	|	Desulfatirhabdium butyrativorans	|	 	|	340467
1	|	Desulfobacter curvatus	|	 	|	2290
1	|	Desulfobacter vibrioformis	|	 	|	34031
1	|	Desulfobacterium anilini	|	Desulfatiglans anilini	|	90728
1	|	Desulfobulbus elongatus	|	 	|	53332
1	|	Desulfobulbus japonicus	|	Desulfogranum japonicum	|	231447
1	|	Desulfobulbus mediterraneus	|	Desulfogranum mediterraneum	|	160661
1	|	Desulfococcus multivorans	|	 	|	897
1	|	Desulfocurvus vexinensis	|	 	|	399548
1	|	Desulfomicrobium escambiense	|	 	|	29503
1	|	Desulfonatronovibrio hydrogenovorans	|	 	|	53245
1	|	Desulfotomaculum alcoholivorax	|	Desulfotruncus alcoholivorax	|	265477
1	|	Desulfotomaculum alkaliphilum	|	Desulfofalx alkaliphila	|	105483
1	|	Desulfotomaculum hydrothermale	|	Desulforamulus hydrothermalis	|	412895
1	|	Desulfotomaculum thermocisternum	|	Desulfofundulus thermocisternus	|	42471
1	|	Desulfovermiculus halophilus	|	 	|	339722
1	|	Desulfovibrio alcoholivorans	|	Solidesulfovibrio alcoholivorans	|	81406
1	|	Desulfovibrio alkalitolerans	|	Desulfohalovibrio alkalitolerans	|	293256
1	|	Desulfovibrio aminophilus	|	 	|	81425
1	|	Desulfovibrio bastinii	|	Maridesulfovibrio bastinii	|	47157
1	|	Desulfovibrio cuneatus	|	 	|	159728
1	|	Desulfovibrio frigidus	|	Maridesulfovibrio frigidus	|	340956
1	|	Desulfovibrio hydrothermalis	|	Maridesulfovibrio hydrothermalis	|	191026
1	|	Desulfovibrio inopinatus	|	 	|	102109
